,UserInfo_2,UserInfo_4,UserInfo_7,UserInfo_8,UserInfo_19,UserInfo_20,UserInfo_24,target
10833,上海,上海,上海,上海市,上海市,上海市,D,0
10834,重庆,重庆,重庆,重庆,重庆市,重庆市,重庆市江北区新华村,0
10835,荆州,荆州,湖北,荆州市,湖北省,不详,D,0
10836,宁波,宁波,浙江,宁波,浙江省,宁波市,浙江省宁波市北仑区新碶街道,1
10837,揭阳,揭阳,不详,不详,广东省,揭阳市,D,0
10838,莆田,北京,福建,莆田,福建省,莆田市,D,0
10839,临沂,临沂,山东,临沂,山东省,临沂市,D,0
10840,潮州,广州,不详,不详,广东省,潮州市,D,0
10841,娄底,娄底,湖南,娄底,湖南省,不详,D,0
10842,太原,运城,江苏,常州,山西省,不详,D,0
10843,苏州,温州,浙江,温州,浙江省,温州市,浙江省苍南县马站镇,0
10844,揭阳,揭阳,广东,揭阳,江西省,不详,D,0
10845,徐州,南京,江苏,南京,江苏省,南京市,江苏省南京市六合区,0
10846,福州,漳州,福建,莆田,福建省,莆田市,福建省莆田市秀屿区埭头镇,0
10847,临汾,临汾,山西,临汾,山西省,不详,D,0
10848,苏州,苏州,江苏,苏州,安徽省,芜湖市,D,0
10849,,,不详,不详,湖北省,恩施土家族苗族自治州,D,0
10850,石家庄,邢台,河北,邢台,河北省,邢台市,D,1
10851,潍坊,潍坊,山东,潍坊,山东省,潍坊市,D,1
10852,东莞,福州,不详,不详,福建省,龙岩市,D,0
10853,鄂州,北京,湖北,鄂州,湖北省,鄂州市,D,0
10854,天津,天津,甘肃,兰州,甘肃省,不详,D,0
10855,太原,太原,山西,太原,山西省,太原市,D,0
10856,盐城,盐城,江苏,盐城,江苏省,盐城市,D,0
10857,广州,广州,广东,广州,广西壮族自治区,不详,D,0
10858,固原,北京,北京,北京,宁夏回族自治区,不详,D,0
10859,郑州,南宁,广西,南宁,河南省,郑州市,D,1
10860,重庆,重庆,重庆,重庆,四川省,不详,D,0
10861,兴安盟,赤峰,内蒙古,赤峰,内蒙古自治区,兴安盟,D,0
10862,荆州,荆州,新疆,伊犁,湖北省,荆州市,D,0
10863,苏州,邵阳,不详,不详,湖南省,邵阳市,D,0
10864,黔南,黔南,不详,不详,贵州省,黔南布依族苗族自治州,D,0
10865,成都,成都,四川,成都,四川省,成都市,D,1
10866,大连,大连,辽宁,大连,辽宁省,大连市,辽宁省庄河市栗子房镇,1
10867,雅安,雅安,四川,成都,四川省,不详,D,0
10868,石家庄,石家庄,河北,石家庄,河北省,石家庄市,D,0
10869,邯郸,邯郸,河北,邯郸,河北省,邯郸市,D,0
10870,贵港,玉林,广西,玉林,广西壮族自治区,贵港市,D,1
10871,黔东南,湛江,贵州,凯里,贵州省,黔东南苗族侗族自治州,D,0
10872,邵阳,沈阳,辽宁,沈阳,湖南省,不详,D,0
10873,吉林市,吉林市,吉林,吉林市,吉林省,吉林市,D,0
10874,通辽,呼和浩特,内蒙古,呼和浩特,内蒙古自治区,不详,内蒙古扎鲁特旗嘎亥吐镇,0
10875,钦州,南宁,广西,南宁,广西壮族自治区,钦州市,广西浦北县官垌镇甜竹村,0
10876,汕头,汕头,广东,汕头,广东省,汕头市,D,0
10877,潍坊,潍坊,山东,潍坊,山东省,潍坊市,D,0
10878,潮州,潮州,广东,潮州,广东省,汕头市,D,0
10879,湖州,湖州,浙江,湖州,浙江省,湖州市,D,0
10880,成都,厦门,福建,厦门,四川省,遂宁市,D,0
10881,湛江,昆明,海南,海口,广东省,湛江市,D,0
10882,哈尔滨,佳木斯,黑龙江,伊春,黑龙江省,不详,D,1
10883,衡阳,达州,湖南,衡阳,湖南省,衡阳市,湖南省常宁市罗桥镇南坪村,0
10884,宜昌,宜昌,湖北,宜昌,湖北省,宜昌市,D,0
10885,六安,六安,安徽,六安,安徽省,不详,D,0
10886,六安,六安,安徽,六安,安徽省,不详,D,0
10887,邵阳,邵阳,不详,不详,湖南省,邵阳市,D,0
10888,苏州,金华,北京,北京,安徽省,滁州市,D,1
10889,宁德,宁德,福建,宁德,福建省,不详,D,0
10890,廊坊,北京,北京,北京,河北省,廊坊市,D,1
10891,鞍山,鞍山,不详,不详,辽宁省,鞍山市,D,0
10892,呼和浩特,呼和浩特,内蒙古,呼和浩特,内蒙古自治区,锡林郭勒盟,内蒙古苏尼特右旗其呼尔图03,0
10893,葫芦岛,沈阳,辽宁,沈阳市,辽宁省,葫芦岛市,D,0
10894,韶关,韶关,广东,广州,广东省,韶关市,D,0
10895,泉州,厦门,福建,厦门,福建省,泉州市,D,0
10896,泉州,泉州,福建,泉州市,福建省,泉州市,D,0
10897,扬州,扬州,江苏,扬州,江苏省,南通市,D,0
10898,衡阳,铜陵,安徽,铜陵,湖南省,衡阳市,D,0
10899,孝感,长沙,湖南,长沙,湖北省,孝感市,D,0
10900,佛山,佛山,广东,佛山,广西壮族自治区,不详,D,0
10901,玉林,玉林,广西,贵港,广西壮族自治区,不详,D,0
10902,长治,长治,山西,长治,山西省,长治市,D,0
10903,玉林,汕头,广东,汕头,广西壮族自治区,桂林市,D,0
10904,湛江,运城,广东,湛江,山西省,不详,D,0
10905,安阳,郑州,河南,安阳,河南省,不详,D,0
10906,咸宁,咸宁,不详,不详,湖北省,不详,D,1
10907,宿迁,宿迁,不详,不详,浙江省,金华市,D,0
10908,滨州,滨州,山东,滨州,山东省,不详,D,0
10909,聊城,聊城,山东,聊城,山东省,不详,D,0
10910,三明,三明,福建,三明,福建省,三明市,福建省沙县夏茂镇,0
10911,滨州,滨州,山东,滨州市,山东省,不详,D,0
10912,西宁,中山,广东,广州,青海省,海东地区,D,0
10913,黑河,黑河,不详,不详,黑龙江省,黑河市,D,0
10914,聊城,聊城,不详,不详,山东省,聊城市,清泉街道,0
10915,绥化,绥化,黑龙江,绥化市,黑龙江省,不详,D,1
10916,丽水,丽水,浙江,丽水,浙江省,不详,D,0
10917,包头,包头,内蒙古,包头市,内蒙古自治区,包头市,D,0
10918,昆明,昆明,云南,昆明,云南省,昆明市,D,0
10919,金华,金华,浙江,金华,浙江省,金华市,D,1
10920,哈尔滨,哈尔滨,黑龙江,哈尔滨,黑龙江省,不详,D,0
10921,西安,西安,陕西,西安,黑龙江省,牡丹江市,D,0
10922,大连,大连,辽宁,大连,辽宁省,大连市,D,0
10923,吉林市,吉林市,吉林,吉林,吉林省,吉林市,D,1
10924,东莞,赣州,广东,东莞市,江西省,不详,D,0
10925,深圳,东莞,广东,东莞,广东省,汕头市,D,0
10926,榆林,榆林,陕西,榆林,陕西省,不详,D,0
10927,哈尔滨,锦州,北京,北京,辽宁省,沈阳市,D,0
10928,毕节,六盘水,贵州,六盘水,贵州省,六盘水市,D,0
10929,武汉,武汉,湖北,武汉,湖北省,武汉市,D,0
10930,吕梁,吕梁,山西,吕梁,山西省,不详,D,0
10931,眉山,眉山,四川,眉山,四川省,不详,D,0
10932,杭州,南通,江苏,南通,浙江省,温州市,D,0
10933,福州,南昌,江西,抚州,江西省,南昌市,D,0
10934,泉州,泉州,福建,泉州,福建省,泉州市,D,0
10935,武汉,武汉,湖北,武汉,湖北省,鄂州市,湖北省鄂州市梁子湖区涂家垴镇,0
10936,黄石,武汉,湖北,武汉,湖北省,黄石市,D,0
10937,日照,日照,山东,日照,山东省,日照市,D,0
10938,张掖,张掖,甘肃,张掖,甘肃省,不详,D,0
10939,重庆,重庆,不详,不详,重庆市,不详,重庆市巫山县抱龙镇桃花村,0
10940,南平,福州,福建,福州,福建省,南平市,D,0
10941,龙岩,龙岩,福建,龙岩,福建省,龙岩市,D,0
10942,阜新,阜新,不详,不详,辽宁省,阜新市,D,0
10943,杭州,杭州,浙江,杭州,浙江省,杭州市,D,0
10944,福州,福州,福建,福州,福建省,福州市,D,0
10945,广州,武汉,湖北,武汉,湖北省,武汉市,D,1
10946,宁波,宁波,浙江,宁波,浙江省,宁波市,D,0
10947,佛山,广州,广东,佛山,广东省,汕尾市,D,0
10948,三明,三明,福建,三明,福建省,三明市,福建省沙县凤岗城西南路,0
10949,常州,常州,江苏,常州,江苏省,常州市,D,0
10950,深圳,深圳,广东,深圳,湖北省,荆州市,D,0
10951,绍兴,绍兴,浙江,绍兴,浙江省,绍兴市,浙江省诸暨市暨阳街道,0
10952,平顶山,商丘,河南,平顶山,河南省,商丘市,D,0
10953,宜昌,宜昌,湖北,宜昌,湖北省,宜昌市,D,0
10954,广元,广元,四川,广元,四川省,广元市,D,0
10955,深圳,梅州,广东,河源,广东省,河源市,D,0
10956,淄博,黑河,不详,不详,黑龙江省,黑河市,D,0
10957,中山,中山,广东,中山,广西壮族自治区,不详,D,0
10958,深圳,深圳,广东,深圳,江苏省,扬州市,D,0
10959,武汉,武汉,湖北,武汉,湖北省,武汉市,D,0
10960,韶关,韶关,不详,不详,广东省,韶关市,D,1
10961,温州,温州,浙江,温州,浙江省,温州市,D,0
10962,运城,运城,山西,运城,山西省,不详,D,0
10963,武汉,武汉,湖北,武汉,江苏省,常州市,D,0
10964,绍兴,绍兴,浙江,绍兴,浙江省,绍兴市,D,0
10965,青岛,青岛,山东,青岛,山东省,青岛市,D,0
10966,中山,江门,广东,江门,广东省,江门市,D,0
10967,深圳,东莞,广东,深圳,广东省,揭阳市,D,0
10968,南通,南通,江苏,南通,江苏省,南通市,D,0
10969,郴州,郴州,湖南,郴州,湖南省,郴州市,D,0
10970,东莞,广州,广东,东莞,云南省,不详,D,0
10971,广州,广州,广东,广州,广东省,广州市,D,0
10972,武汉,,湖北,荆州,湖北省,荆州市,D,0
10973,泉州,泉州,福建,泉州,福建省,泉州市,D,0
10974,桂林,桂林,不详,不详,广西壮族自治区,不详,D,0
10975,百色,百色,广西,百色,广西壮族自治区,不详,D,0
10976,中山,中山,不详,不详,湖南省,郴州市,郴州市资兴市清江乡积坪村,0
10977,河源,河源,广东,河源,广东省,河源市,D,0
10978,南京,南京,江苏,南京,江苏省,徐州市,D,1
10979,益阳,衡阳,湖南,衡阳,湖南省,益阳市,D,0
10980,锦州,锦州,辽宁,锦州,辽宁省,锦州市,D,0
10981,北京,云浮,北京,北京,广东省,云浮市,D,0
10982,自贡,广元,不详,不详,四川省,广元市,D,0
10983,扬州,扬州,江苏,扬州,江苏省,扬州市,D,0
10984,重庆,重庆,重庆,重庆,重庆市,不详,重庆市大足县,0
10985,济宁,枣庄,山东,济宁,山东省,淄博市,D,0
10986,南宁,南宁,广西,南宁,广西壮族自治区,南宁市,D,0
10987,南充,南充,四川,南充,四川省,南充市,D,0
10988,厦门,泉州,福建,泉州,福建省,泉州市,D,0
10989,信阳,信阳,河南,信阳,河南省,濮阳市,D,0
10990,西安,天津,陕西,西安,河南省,不详,D,0
10991,绵阳,绵阳,四川,绵阳,四川省,成都市,D,0
10992,北京,北京,北京,北京,北京市,不详,D,0
10993,绵阳,绵阳,四川,绵阳,四川省,绵阳市,D,0
10994,盐城,盐城,江苏,盐城,江苏省,盐城市,D,0
10995,马鞍山,南京,不详,不详,安徽省,不详,D,0
10996,广州,佛山,广东,佛山,广东省,韶关市,D,0
10997,宁德,宁德,不详,不详,福建省,不详,D,0
10998,双鸭山,双鸭山,黑龙江,双鸭山,黑龙江省,双鸭山市,D,0
10999,宁波,宁波,浙江,宁波,安徽省,阜阳市,D,0
11000,天津,北京,北京,北京,北京市,不详,D,0
11001,唐山,唐山,河北,唐山,河北省,唐山市,D,0
11002,淮北,淮北,安徽,淮北,安徽省,淮北市,D,0
11003,厦门,三明,福建,厦门,福建省,三明市,D,0
11004,厦门,广元,不详,不详,四川省,不详,D,0
11005,徐州,徐州,江苏,徐州,江苏省,徐州市,D,0
11006,枣庄,济南,山东,济南,山东省,枣庄市,D,0
11007,绵阳,绵阳,四川,绵阳,四川省,绵阳市,D,0
11008,西宁,西宁,不详,不详,山东省,不详,D,0
11009,济宁,济宁,山东,济宁,山东省,济宁市,D,0
11010,临沂,临沂,不详,不详,山东省,不详,D,1
11011,盘锦,锦州,辽宁,盘锦,辽宁省,锦州市,D,0
11012,吉林市,吉林市,不详,不详,吉林省,吉林市,D,0
11013,揭阳,潮州,广东,潮州,广东省,揭阳市,D,0
11014,濮阳,濮阳,河南,濮阳,河南省,濮阳市,D,0
11015,许昌,郑州,河南,郑州,河南省,许昌市,河南省许昌市禹州市,0
11016,商丘,商丘,河南,商丘市,河南省,商丘市,D,0
11017,烟台,烟台,不详,不详,山东省,烟台市,D,0
11018,固原,固原,不详,不详,宁夏回族自治区,不详,宁夏西吉县偏城乡北庄村,0
11019,贵阳,黔东南,不详,不详,贵州省,黔东南苗族侗族自治州,D,0
11020,漯河,连云港,河南,漯河,江苏省,连云港市,D,0
11021,兰州,广州,广东,广州,甘肃省,兰州市,D,0
11022,东莞,上饶,不详,不详,江西省,不详,D,0
11023,吉林市,温州,吉林,吉林,吉林省,吉林市,D,0
11024,南京,南京,北京,北京市,江苏省,南京市,D,0
11025,哈尔滨,哈尔滨,黑龙江,哈尔滨,黑龙江省,哈尔滨市,D,0
11026,杭州,杭州,浙江,杭州,浙江省,杭州市,D,0
11027,开封,开封,河南,开封,河南省,开封市,D,0
11028,漯河,深圳,广东,深圳,河南省,漯河市,D,0
11029,铜陵,上海,安徽,铜陵,安徽省,铜陵市,D,0
11030,济南,济南,山东,济南,山东省,聊城市,D,0
11031,台州,台州,浙江,台州,浙江省,不详,D,0
11032,太原,忻州,山西,太原,山西省,不详,D,0
11033,天津,锡林郭勒盟,天津,天津,内蒙古自治区,不详,D,0
11034,锦州,锦州,辽宁,锦州,辽宁省,锦州市,D,0
11035,泰州,泰州,江苏,泰州,江苏省,泰州市,D,0
11036,漳州,漳州,福建,漳州,福建省,漳州市,D,0
11037,潍坊,北京,山东,潍坊,山东省,潍坊市,D,0
11038,郑州,洛阳,河南,郑州,河南省,洛阳市,D,0
11039,平顶山,平顶山,河南,平顶山,河南省,平顶山市,D,0
11040,福州,福州,福建,福州,福建省,福州市,D,0
11041,廊坊,北京,北京,北京市,河北省,廊坊市,D,0
11042,兰州,广元,四川,西昌,四川省,广元市,四川省苍溪县河地乡何家梁村,0
11043,成都,成都,四川,成都,四川省,成都市,D,0
11044,宁波,宁波,浙江,宁波,江苏省,淮安市,D,0
11045,龙岩,龙岩,福建,龙岩,福建省,龙岩市,D,0
11046,汕头,汕头,广东,汕头,广东省,潮州市,D,0
11047,佛山,揭阳,广东,佛山,广东省,揭阳市,广东省普宁市军埠镇大长陇村寨,0
11048,济宁,济宁,山东,济宁,山东省,济宁市,D,0
11049,长沙,齐齐哈尔,广东,深圳,黑龙江省,齐齐哈尔市,D,0
11050,晋中,晋中,山西,晋中市,山西省,不详,D,0
11051,连云港,漳州,江苏,连云港,福建省,漳州市,D,0
11052,深圳,梅州,广东,梅州,广东省,梅州市,D,0
11053,绍兴,绍兴,浙江,绍兴,浙江省,绍兴市,D,0
11054,惠州,汕头,广东,汕头,贵州省,不详,D,0
11055,宁德,宁德,福建,宁德,湖南省,株洲市,湖南省茶陵县下东乡,0
11056,朝阳,朝阳,不详,不详,辽宁省,朝阳市,D,0
11057,郑州,郑州,不详,不详,河南省,开封市,D,0
11058,鹤岗,鹤岗,黑龙江,鹤岗,黑龙江省,鹤岗市,D,0
11059,珠海,珠海,广东,珠海,广东省,珠海市,D,1
11060,盘锦,盘锦,辽宁,盘锦,内蒙古自治区,不详,D,0
11061,深圳,深圳,广东,深圳,湖南省,衡阳市,D,0
11062,长春,长春,吉林,长春市,吉林省,长春市,D,0
11063,南宁,百色,广东,深圳,广西壮族自治区,不详,D,0
11064,苏州,贵阳,贵州,贵阳,陕西省,渭南市,D,0
11065,安顺,上海,贵州,安顺,贵州省,不详,D,0
11066,南宁,南宁,广西,南宁,福建省,福州市,D,0
11067,长沙,长沙,湖南,长沙,湖南省,长沙市,D,0
11068,铜仁,铜仁,不详,不详,贵州省,铜仁地区,D,0
11069,南京,南京,江苏,南京,湖南省,怀化市,D,0
11070,郑州,郑州,河南,郑州,河南省,郑州市,D,0
11071,宁波,宁波,浙江,宁波市,浙江省,宁波市,D,1
11072,百色,百色,广西,百色,广西壮族自治区,不详,D,0
11073,黄石,黄石,湖北,黄石,湖北省,黄石市,D,0
11074,晋城,苏州,江苏,苏州市,山西省,晋城市,D,0
11075,盐城,盐城,江苏,盐城,江苏省,盐城市,D,0
11076,宜昌,宜昌,湖北,宜昌,湖北省,宜昌市,D,0
11077,徐州,徐州,不详,不详,安徽省,不详,D,0
11078,临沂,临沂,不详,不详,山东省,临沂市,D,1
11079,龙岩,龙岩,福建,龙岩,福建省,龙岩市,D,0
11080,台州,台州,浙江,台州,浙江省,台州市,D,0
11081,抚州,抚州,不详,不详,江西省,不详,D,0
11082,遵义,遵义,贵州,遵义,贵州省,不详,D,0
11083,广州,广州,广东,广州,河南省,南阳市,D,0
11084,永州,泉州,浙江,杭州,湖南省,不详,D,0
11085,温州,温州,浙江,温州,江西省,九江市,D,0
11086,衡阳,衡阳,湖南,衡阳,湖南省,衡阳市,D,0
11087,新余,新余,江西,新余,江西省,新余市,D,0
11088,泉州,深圳,不详,不详,江西省,不详,D,0
11089,临汾,临汾,陕西,西安,山西省,不详,山西省翼城县解放东街,0
11090,厦门,厦门,福建,厦门,福建省,厦门市,D,0
11091,焦作,焦作,不详,不详,河南省,焦作市,D,0
11092,南平,南平,福建,南平市,福建省,不详,D,0
11093,达州,达州,四川,达州,四川省,不详,D,0
11094,枣庄,枣庄,山东,枣庄,山东省,枣庄市,D,0
11095,沧州,沧州,河北,沧州,河北省,沧州市,D,1
11096,桂林,桂林,广西,桂林,广西壮族自治区,不详,D,0
11097,青岛,青岛,山东,青岛,山东省,青岛市,D,0
11098,临沂,临沂,山东,临沂,山东省,临沂市,D,0
11099,嘉兴,嘉兴,浙江,嘉兴,浙江省,嘉兴市,D,0
11100,金华,金华,浙江,金华,浙江省,温州市,D,0
11101,广州,中山,广东,中山,安徽省,蚌埠市,D,0
11102,淄博,济南,不详,不详,山东省,济南市,D,1
11103,武汉,武汉,湖北,武汉市,湖北省,武汉市,D,0
11104,温州,温州,浙江,宁波,浙江省,温州市,D,0
11105,曲靖,曲靖,云南,曲靖,贵州省,六盘水市,D,0
11106,温州,温州,浙江,温州,浙江省,温州市,D,0
11107,扬州,扬州,不详,不详,安徽省,滁州市,D,0
11108,成都,上海,广西,钦州,甘肃省,不详,D,0
11109,大同,大同,山西,大同,山西省,大同市,D,0
11110,滨州,滨州,山东,滨州,山东省,不详,D,0
11111,南京,宿州,江苏,南京,江苏省,南京市,D,0
11112,滨州,滨州,山东,滨州,山东省,不详,D,0
11113,唐山,唐山,河北,唐山,河北省,唐山市,D,0
11114,广州,广州,江西,上饶,广东省,河源市,D,0
11115,宁波,宁波,浙江,宁波,浙江省,宁波市,D,0
11116,保山,保山,云南,昆明,云南省,不详,D,0
11117,郴州,郴州,湖南,郴州市,湖南省,不详,D,0
11118,北海,北海,广东,中山,广西壮族自治区,不详,D,0
11119,杭州,杭州,不详,不详,陕西省,不详,D,0
11120,南充,南充,四川,南充,四川省,南充市,D,0
11121,海口,海口,不详,不详,海南省,不详,D,0
11122,石家庄,石家庄,河北,石家庄,四川省,不详,D,0
11123,南京,南通,江苏,南通,江苏省,连云港市,D,0
11124,南平,南平,福建,南平,福建省,南平市,D,0
11125,洛阳,洛阳,河南,洛阳,河南省,洛阳市,D,0
11126,柳州,南宁,广西,南宁,广西壮族自治区,柳州市,D,0
11127,巴音郭楞蒙古自治州,乌鲁木齐,不详,不详,新疆维吾尔自治区,巴音郭楞蒙古自治州,D,0
11128,广州,广州,不详,不详,广东省,河源市,D,0
11129,大连,大连,辽宁,大连,辽宁省,大连市,D,0
11130,南京,黔东南,贵州,黔东南,贵州省,黔东南苗族侗族自治州,D,0
11131,杭州,杭州,浙江,嘉兴,浙江省,杭州市,D,0
11132,金华,金华,浙江,金华,浙江省,金华市,D,1
11133,南阳,南阳,河南,南阳,河南省,南阳市,D,0
11134,泉州,泉州,福建,泉州,福建省,泉州市,D,0
11135,上海,上海,不详,不详,上海市,上海市,D,0
11136,邵阳,邵阳,湖南,邵阳,湖南省,邵阳市,D,0
11137,南宁,南宁,广西,南宁,广西壮族自治区,南宁市,D,0
11138,兰州,兰州,甘肃,兰州,甘肃省,不详,D,0
11139,黄石,黄石,湖北,黄石,湖北省,黄石市,D,0
11140,苏州,苏州,江苏,苏州,山西省,不详,D,0
11141,杭州,金华,江西,景德镇,安徽省,黄山市,D,0
11142,临沂,临沂,山东,临沂,山东省,临沂市,D,0
11143,德州,德州,不详,不详,山东省,德州市,D,0
11144,西安,兰州,甘肃,兰州市,陕西省,西安市,D,0
11145,安阳,安阳,河南,安阳,河南省,安阳市,D,0
11146,赣州,赣州,江西,赣州,江西省,赣州市,D,0
11147,湘西土家族苗族自治州,湘西土家族苗族自治州,湖南,吉首,湖南省,湘西土家族苗族自治州,D,0
11148,广州,广州,广东,广州,广东省,广州市,广东省广州市海珠区西基东107号50,1
11149,湛江,湛江,广东,广州,广东省,湛江市,D,0
11150,徐州,徐州,江苏,徐州,江苏省,徐州市,D,0
11151,丹东,丹东,辽宁,丹东,山西省,不详,D,0
11152,福州,福州,福建,福州,福建省,福州市,D,0
11153,汕头,汕头,广东,汕头,重庆市,重庆市,D,0
11154,珠海,珠海,广东,珠海市,江西省,赣州市,D,1
11155,重庆,重庆,重庆,万州,四川省,不详,D,0
11156,揭阳,广州,广东,广州,广东省,揭阳市,D,0
11157,延安,延安,陕西,榆林,陕西省,延安市,D,0
11158,衡阳,广州,广东,广州,湖南省,衡阳市,D,0
11159,重庆,邢台,重庆,重庆市,重庆市,重庆市,D,0
11160,东莞,东莞,广东,东莞,广东省,茂名市,D,0
11161,泉州,泉州,福建,泉州,福建省,泉州市,D,0
11162,通化,白山,吉林,白山,吉林省,通化市,D,0
11163,阳泉,保定,河北,保定,河北省,保定市,D,0
11164,沧州,天津,天津,天津,吉林省,延边朝鲜族自治州,D,1
11165,广安,广安,四川,广安,四川省,广安市,D,0
11166,成都,成都,四川,成都,四川省,成都市,D,1
11167,合肥,遵义,安徽,合肥,安徽省,安庆市,D,0
11168,河池,西安,陕西,西安,广西壮族自治区,不详,D,0
11169,衢州,衢州,浙江,衢州,浙江省,衢州市,D,0
11170,汕尾,汕尾,广东,汕尾,广东省,汕尾市,D,0
11171,湛江,湛江,广东,湛江,广东省,湛江市,D,0
11172,郑州,郑州,河南,郑州,河南省,郑州市,D,0
11173,临沂,临沂,山东,临沂市,山东省,临沂市,D,0
11174,哈尔滨,哈尔滨,黑龙江,哈尔滨,黑龙江省,齐齐哈尔市,D,0
11175,盐城,苏州,江苏,苏州,江苏省,盐城市,D,0
11176,巴音郭楞蒙古自治州,巴音郭楞蒙古自治州,不详,不详,甘肃省,天水市,D,0
11177,铜陵,铜陵,安徽,铜陵,安徽省,铜陵市,D,0
11178,上海,陇南,浙江,宁波,甘肃省,不详,D,0
11179,厦门,莆田,福建,厦门,福建省,莆田市,D,0
11180,东莞,东莞,广东,东莞,广东省,河源市,D,0
11181,九江,九江,江西,九江,江西省,九江市,D,0
11182,北京,葫芦岛,安徽,马鞍山,辽宁省,葫芦岛市,D,0
11183,荆州,荆州,湖北,荆州,湖北省,不详,湖北省荆州市洪湖市,0
11184,沈阳,沈阳,辽宁,沈阳,吉林省,松原市,D,0
11185,天津,天津,天津,天津,天津市,不详,D,0
11186,珠海,珠海,广东,珠海,广东省,茂名市,D,0
11187,广州,广州,广东,广州,广东省,梅州市,D,0
11188,上海,上海,不详,不详,上海市,上海市,D,0
11189,营口,营口,不详,不详,辽宁省,营口市,D,0
11190,重庆,重庆,重庆,黔江,重庆市,不详,D,0
11191,哈尔滨,鸡西,黑龙江,哈尔滨,黑龙江省,牡丹江市,D,0
11192,鸡西,鸡西,黑龙江,鸡西,黑龙江省,齐齐哈尔市,D,0
11193,东莞,东莞,广东,东莞,湖南省,永州市,D,0
11194,荆门,荆门,湖北,荆门,湖北省,不详,D,0
11195,岳阳,岳阳,湖南,岳阳,湖南省,岳阳市,D,0
11196,遵义,台州,不详,不详,贵州省,不详,D,1
11197,绵阳,绵阳,不详,不详,四川省,绵阳市,D,0
11198,郑州,开封,河南,郑州,河南省,开封市,D,0
11199,聊城,聊城,山东,聊城,山东省,聊城市,D,0
11200,洛阳,洛阳,河南,洛阳,河南省,洛阳市,D,0
11201,台州,台州,不详,不详,山西省,不详,D,0
11202,巴中,巴中,四川,巴中,四川省,不详,D,0
11203,太原,太原,山西,太原,安徽省,黄山市,D,0
11204,常德,佛山,广东,佛山,湖南省,常德市,湖南省常德市鼎城区黄珠洲乡秧田村,0
11205,绵阳,济南,北京,北京,四川省,绵阳市,四川省绵阳市涪城区龙门镇尖峰村,0
11206,文山壮族苗族自治州,文山壮族苗族自治州,不详,不详,云南省,文山壮族苗族自治州,D,0
11207,毕节,贵阳,贵州,贵阳,贵州省,六盘水市,D,0
11208,漳州,金华,浙江,金华,浙江省,金华市,D,0
11209,湖州,成都,不详,不详,河南省,平顶山市,D,0
11210,天津,天津,天津,天津,黑龙江省,七台河市,D,0
11211,清远,清远,广东,广州,广东省,清远市,D,0
11212,肇庆,肇庆,广东,肇庆,广东省,肇庆市,D,0
11213,潍坊,潍坊,湖南,吉首,山东省,潍坊市,D,0
11214,保定,保定,河北,保定,河北省,不详,D,1
11215,茂名,茂名,广东,茂名,广东省,茂名市,D,0
11216,运城,运城,山西,运城,山西省,不详,D,0
11217,郴州,郴州,湖南,郴州,湖南省,郴州市,湖南省郴州市北湖区江口乡下龙村,0
11218,成都,成都,四川,成都,四川省,成都市,D,0
11219,遵义,遵义,贵州,遵义,贵州省,不详,D,0
11220,衢州,衢州,浙江,衢州,江苏省,淮安市,D,0
11221,,,不详,不详,湖北省,恩施土家族苗族自治州,D,0
11222,宝鸡,宝鸡,陕西,宝鸡市,陕西省,宝鸡市,D,1
11223,南宁,南宁,广西,南宁,广西壮族自治区,不详,D,0
11224,济南,济南,不详,不详,山东省,济南市,D,0
11225,宿迁,嘉兴,浙江,嘉兴,江苏省,宿迁市,D,0
11226,海口,海口,海南,海口,海南省,海口市,D,0
11227,赣州,赣州,江西,赣州,江西省,赣州市,D,1
11228,成都,成都,四川,成都,四川省,成都市,D,0
11229,曲靖,曲靖,云南,曲靖,云南省,不详,D,0
11230,河池,河池,广西,河池,广西壮族自治区,贵港市,D,0
11231,唐山,唐山,河北,唐山,河北省,唐山市,D,0
11232,宁波,宁波,浙江,宁波,浙江省,宁波市,D,0
11233,广州,温州,广东,广州,江西省,不详,江西省永新县芦溪乡合东村,0
11234,濮阳,濮阳,河南,濮阳,河南省,濮阳市,河南省濮阳市华龙区昆吾路办事处胡王合村,0
11235,柳州,柳州,广西,柳州,广西壮族自治区,不详,D,0
11236,海口,海口,海南,海口,海南省,不详,D,1
11237,南昌,南昌,江西,南昌,江西省,南昌市,D,0
11238,威海,威海,山东,威海,山东省,烟台市,D,0
11239,长沙,湘潭,湖南,湘潭,湖南省,湘潭市,D,0
11240,盐城,上海,上海,上海市,江苏省,盐城市,D,1
11241,防城港,防城港,广西,防城港,广西壮族自治区,不详,D,0
11242,日照,日照,山东,日照,山东省,临沂市,D,0
11243,临沂,临沂,山东,临沂市,山东省,日照市,D,0
11244,南宁,南宁,广西,南宁,广西壮族自治区,南宁市,D,0
11245,洛阳,洛阳,河南,洛阳,河南省,洛阳市,D,0
11246,陇南,乌兰察布盟,内蒙古,乌兰察布市,甘肃省,不详,D,0
11247,岳阳,岳阳,湖南,岳阳,湖南省,岳阳市,D,0
11248,德州,德州,不详,不详,河北省,沧州市,D,0
11249,湖州,杭州,不详,不详,浙江省,台州市,D,0
11250,孝感,荆门,不详,不详,湖北省,不详,D,0
11251,南通,南通,江苏,南通市,江苏省,南通市,D,0
